ticket_id,machine,department,dominant_signal_score,maintenance_team,issue,priority,risk_score,dominant_signal,vibration_zscore,pressure_zscore,rotate_zscore,root_cause,solution,status
509,model2_71,comp2,1,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.21,vibration,0.27,0.1,0.93,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
510,model2_71,comp3,2,Thermal,Moderate thermal instability observed,Medium,2.39,pressure,0.53,1.31,0.45,Cooling fan malfunction,Verify hydraulic pump condition,Open
511,model2_71,comp4,2,Automation,Automation system anomaly detected,Medium,2.4,vibration,1.38,0.66,0.73,Control signal degradation,Inspect spindle bearing and lubrication system,Open
512,model2_71,comp1,2,Mechanical,High spindle vibration level identified on aging equipment,High,3.32,vibration,1.3,0.12,1.42,Lubrication degradation,Check rotational stability,Open
513,model2_71,comp2,1,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.36,vibration,0.67,0.55,0.61,Pressure leakage,Check rotational stability,Open
514,model2_71,comp3,2,Thermal,Moderate thermal instability observed,Medium,2.44,rotation,0.05,0.92,1.64,Cooling system degradation,Check rotational synchronization,Open
515,model2_71,comp1,2,Mechanical,Strong rotational imbalance observed on aging equipment,High,3.25,pressure,0.23,1.38,1.47,Mechanical imbalance,Inspect hydraulic pressure lines,Open
516,model2_71,comp2,1,Hydraulic,Moderate hydraulic instability observed,Medium,1.2,vibration,0.04,0.07,0.7,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
517,model2_71,comp4,1,Automation,PLC communication instability observed,Medium,1.37,vibration,0.86,0.77,0.01,Electrical synchronization issue,Check rotational stability,Open
518,model2_71,comp3,1,Thermal,Moderate thermal instability observed,Medium,1.22,vibration,0.06,0.72,0.28,Thermal overload,Verify shaft balancing and alignment,Open
519,model2_71,comp4,2,Automation,Industrial control synchronization instability observed on aging equipment,High,3.41,pressure,0.94,1.09,1.71,Electrical synchronization issue,Inspect hydraulic pressure lines,Open
520,model2_71,comp3,2,Thermal,Moderate thermal instability observed,Medium,2.33,vibration,1.59,0.74,0.05,Cooling fan malfunction,Check rotational stability,Open
521,model2_71,comp4,2,Automation,Critical PLC instability trend identified on aging equipment,High,3.23,vibration,1.09,1.83,0.47,Control signal degradation,Check rotational stability,Open
522,model4_72,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,1.8,vibration,1.46,0.72,0.3,Lubrication degradation,Inspect spindle bearing and lubrication system,Open
523,model4_72,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.85,vibration,0.69,0.64,0.09,Lubrication degradation,Inspect spindle bearing and lubrication system,Open
524,model2_73,comp2,3,Hydraulic,Critical hydraulic pressure instability detected on aging equipment,Critical,4.73,rotation,0.8,1.82,2.07,Hydraulic valve degradation,Inspect rotational control subsystem,Open
525,model2_73,comp3,2,Thermal,Moderate thermal instability observed,Medium,2.17,pressure,0.36,1.09,0.78,Cooling system degradation,Check valve stability,Open
526,model2_73,comp4,1,Automation,Automation system anomaly detected,Medium,1.23,vibration,0.67,0.81,0.51,PLC communication instability,Inspect spindle bearing and lubrication system,Open
527,model2_73,comp1,2,Mechanical,Severe spindle instability detected on aging equipment,High,3.24,pressure,0.78,1.05,1.64,Mechanical imbalance,Inspect hydraulic pressure lines,Open
528,model2_73,comp4,2,Automation,PLC communication instability observed,Medium,2.41,pressure,0.06,1.55,0.72,Electrical synchronization issue,Check valve stability,Open
529,model2_73,comp3,1,Thermal,Motor temperature anomaly detected,Medium,1.28,vibration,0.94,0.01,0.42,Thermal overload,Inspect spindle bearing and lubrication system,Open
530,model2_73,comp1,1,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.4,vibration,0.34,0.51,0.53,Lubrication degradation,Verify shaft balancing and alignment,Open
531,model2_73,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,2.34,vibration,1.11,0.7,0.92,Bearing wear,Verify shaft balancing and alignment,Open
532,model2_73,comp3,3,Thermal,Elevated thermal instability detected on aging equipment,High,3.66,rotation,0.45,0.05,2.07,Cooling fan malfunction,Check rotational synchronization,Open
533,model2_73,comp4,2,Automation,PLC communication instability observed,Medium,2.24,pressure,0.7,1.94,0.5,Electrical synchronization issue,Verify hydraulic pump condition,Open
534,model2_73,comp3,2,Thermal,Elevated thermal instability detected on aging equipment,High,3.49,vibration,1.09,0.03,1.07,Cooling fan malfunction,Check rotational stability,Open
535,model2_73,comp1,4,Mechanical,Critical spindle vibration anomaly detected on aging equipment,Critical,5.24,pressure,1.63,2.7,0.73,Bearing wear,Verify hydraulic pump condition,Open
536,model4_74,comp1,1,Mechanical,Low-level spindle oscillation identified,Low,0.75,vibration,0.22,0.47,0.32,Bearing wear,Check rotational stability,Open
537,model4_74,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.87,vibration,0.85,0.48,0.73,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
538,model4_74,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.81,vibration,0.27,0.05,0.14,Pressure leakage,Verify shaft balancing and alignment,Open
539,model4_74,comp2,4,Hydraulic,Hydraulic pressure exceeded safe operational profile,High,3.85,pressure,0.7,2.99,0.73,Pressure leakage,Check valve stability,Open
540,model4_74,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.77,vibration,0.54,0.21,0.56,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
541,model4_74,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.92,vibration,0.57,0.07,0.24,Hydraulic flow instability,Verify shaft balancing and alignment,Open
542,model3_75,comp1,2,Mechanical,Severe spindle instability detected on aging equipment,High,3.5,vibration,1.3,0.32,1.83,Bearing wear,Verify shaft balancing and alignment,Open
543,model3_75,comp4,2,Automation,PLC communication instability observed,Medium,2.31,rotation,0.67,0.52,1.42,PLC communication instability,Inspect rotational control subsystem,Open
544,model3_75,comp1,1,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.39,vibration,0.84,0.11,0.68,Lubrication degradation,Inspect spindle bearing and lubrication system,Open
545,model3_75,comp4,1,Automation,PLC communication instability observed,Medium,1.44,vibration,0.34,0.73,0.72,Control signal degradation,Verify shaft balancing and alignment,Open
546,model3_75,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,2.42,pressure,0.72,1.88,0.84,Pressure leakage,Check valve stability,Open
547,model3_75,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,2.36,rotation,0.84,0.17,1.34,Hydraulic valve degradation,Inspect rotational control subsystem,Open
548,model3_75,comp2,1,Hydraulic,Moderate hydraulic instability observed,Medium,1.24,vibration,0.94,0.07,0.33,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
549,model3_75,comp4,2,Automation,PLC communication instability observed,Medium,2.41,rotation,0.19,0.24,1.02,Control signal degradation,Check rotational synchronization,Open
550,model3_75,comp2,1,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.29,vibration,0.55,0.82,0.69,Pressure leakage,Inspect spindle bearing and lubrication system,Open
551,model2_76,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.75,vibration,1.46,0.32,0.28,Thermal overload,Verify shaft balancing and alignment,Open
552,model2_76,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.69,pressure,0.36,1.02,0.34,Bearing wear,Inspect hydraulic pressure lines,Open
553,model2_76,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.78,rotation,0.26,0.53,1.03,Hydraulic valve degradation,Inspect rotational control subsystem,Open
554,model2_76,comp1,3,Mechanical,Emergency-level spindle instability identified,Critical,4.16,rotation,0.67,1.36,2.08,Mechanical imbalance,Check rotational synchronization,Open
555,model2_76,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.93,vibration,0.18,0.55,0.57,Cooling system degradation,Check rotational stability,Open
556,model2_76,comp2,3,Hydraulic,High hydraulic instability detected,High,3.08,vibration,2.44,0.75,0.06,Hydraulic valve degradation,Check rotational stability,Open
557,model2_76,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.79,pressure,0.88,1.17,0.94,Cooling fan malfunction,Verify hydraulic pump condition,Open
558,model2_76,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.75,vibration,0.64,0.85,0.9,Cooling system degradation,Inspect spindle bearing and lubrication system,Open
559,model2_76,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.77,vibration,1.28,0.96,0.92,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
560,model4_78,comp4,3,Automation,Critical PLC instability trend identified on aging equipment,High,3.66,rotation,0.25,0.08,2.05,Electrical synchronization issue,Inspect rotational control subsystem,Open
561,model4_78,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,2.37,pressure,0.45,1.31,0.23,Hydraulic flow instability,Check valve stability,Open
562,model4_78,comp1,3,Mechanical,Critical spindle vibration anomaly detected on aging equipment,Critical,6.23,vibration,2.16,1.49,1.09,Bearing wear,Check rotational stability,Open
563,model4_78,comp4,3,Automation,High-risk automation instability detected on aging equipment,High,3.55,rotation,0.84,0.18,2.51,Control signal degradation,Inspect rotational control subsystem,Open
564,model4_78,comp1,1,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.17,vibration,0.34,0.95,0.92,Bearing wear,Verify shaft balancing and alignment,Open
565,model4_78,comp4,5,Automation,Severe PLC communication failure observed on aging equipment,Critical,4.99,vibration,3.09,0.34,0.07,Electrical synchronization issue,Inspect spindle bearing and lubrication system,Open
566,model4_78,comp4,2,Automation,Industrial control synchronization instability observed on aging equipment,High,3.36,pressure,0.08,1.76,1.35,Electrical synchronization issue,Check valve stability,Open
567,model4_78,comp4,1,Automation,PLC communication instability observed,Medium,1.32,vibration,0.18,0.61,0.43,Control signal degradation,Inspect spindle bearing and lubrication system,Open
568,model4_78,comp2,3,Hydraulic,Emergency hydraulic instability identified on aging equipment,Critical,4.92,rotation,1.1,0.7,2.32,Hydraulic valve degradation,Inspect rotational control subsystem,Open
569,model3_79,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.76,vibration,0.7,0.37,0.38,Mechanical imbalance,Inspect spindle bearing and lubrication system,Open
570,model3_79,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.79,rotation,0.36,0.35,1.9,Pressure leakage,Verify rotational sensor consistency,Open
571,model3_79,comp4,3,Automation,Industrial control synchronization instability observed,High,3.22,pressure,0.12,2.4,0.85,PLC communication instability,Verify hydraulic pump condition,Open
572,model3_79,comp1,2,Mechanical,High spindle vibration level identified,High,2.96,vibration,1.38,0.97,1.41,Lubrication degradation,Verify shaft balancing and alignment,Open
573,model3_79,comp4,2,Automation,Automation system anomaly detected,Medium,1.66,vibration,1.35,0.24,0.08,Electrical synchronization issue,Check rotational stability,Open
574,model3_79,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.9,pressure,0.23,1.21,0.18,Pressure leakage,Verify hydraulic pump condition,Open
575,model3_79,comp1,3,Mechanical,Severe spindle instability detected,High,3.09,rotation,0.24,0.6,2.0,Mechanical imbalance,Verify rotational sensor consistency,Open
576,model3_79,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.91,vibration,0.3,0.55,0.41,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
577,model3_79,comp4,2,Automation,PLC communication instability observed,Medium,1.88,rotation,0.51,0.53,1.22,Control signal degradation,Verify rotational sensor consistency,Open
578,model3_79,comp4,2,Automation,Automation system anomaly detected,Medium,1.92,pressure,0.08,1.33,0.57,Control signal degradation,Verify hydraulic pump condition,Open
579,model3_80,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.69,vibration,0.24,0.98,0.88,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
580,model3_80,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.82,pressure,0.95,1.32,0.4,Hydraulic valve degradation,Inspect hydraulic pressure lines,Open
581,model3_80,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.85,vibration,0.95,0.45,0.83,Hydraulic flow instability,Verify shaft balancing and alignment,Open
582,model3_80,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.89,rotation,0.74,0.29,1.47,Hydraulic flow instability,Inspect rotational control subsystem,Open
583,model3_80,comp2,3,Hydraulic,High hydraulic instability detected,High,3.08,vibration,2.4,0.33,0.52,Pressure leakage,Inspect spindle bearing and lubrication system,Open
584,model4_81,comp1,1,Mechanical,Low-level spindle oscillation identified,Low,0.91,vibration,0.68,0.06,0.31,Lubrication degradation,Verify shaft balancing and alignment,Open
585,model4_81,comp2,3,Hydraulic,High hydraulic instability detected,High,3.26,vibration,2.28,0.55,0.43,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
586,model4_81,comp1,1,Mechanical,Low-level spindle oscillation identified,Low,0.94,vibration,0.28,0.37,0.24,Bearing wear,Check rotational stability,Open
587,model4_81,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,1.78,rotation,0.84,0.56,1.66,Pressure leakage,Check rotational synchronization,Open
588,model4_81,comp2,2,Hydraulic,Severe hydraulic fluctuation identified,High,2.88,vibration,1.05,0.78,1.08,Hydraulic flow instability,Verify shaft balancing and alignment,Open
589,model4_81,comp2,3,Hydraulic,Hydraulic pressure exceeded safe operational profile,High,3.28,vibration,2.62,0.31,0.39,Hydraulic flow instability,Inspect spindle bearing and lubrication system,Open
590,model4_81,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.81,vibration,1.3,0.96,0.41,Pressure leakage,Inspect spindle bearing and lubrication system,Open
591,model4_81,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.75,vibration,0.9,0.64,0.51,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
592,model3_82,comp1,1,Mechanical,Low-level spindle oscillation identified,Low,0.75,vibration,0.27,0.14,0.05,Bearing wear,Verify shaft balancing and alignment,Open
593,model3_82,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,1.76,pressure,0.36,1.71,0.77,Lubrication degradation,Check valve stability,Open
594,model3_82,comp1,2,Mechanical,Severe spindle instability detected,High,2.79,pressure,0.7,1.15,1.03,Bearing wear,Inspect hydraulic pressure lines,Open
595,model3_82,comp2,2,Hydraulic,Severe hydraulic fluctuation identified,High,2.8,vibration,1.01,0.73,1.13,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
596,model4_83,comp4,1,Automation,PLC communication instability observed,Medium,1.45,vibration,0.48,0.08,0.32,Electrical synchronization issue,Verify shaft balancing and alignment,Open
597,model4_83,comp4,2,Automation,Automation system anomaly detected,Medium,2.15,pressure,0.64,1.51,0.57,Electrical synchronization issue,Verify hydraulic pump condition,Open
598,model4_83,comp4,1,Automation,Automation system anomaly detected,Medium,1.38,vibration,0.21,0.35,0.24,Control signal degradation,Verify shaft balancing and alignment,Open
599,model4_83,comp4,1,Automation,Automation system anomaly detected,Medium,1.16,vibration,0.49,0.28,0.44,Electrical synchronization issue,Inspect spindle bearing and lubrication system,Open
600,model4_83,comp2,1,Hydraulic,Moderate hydraulic instability observed,Medium,1.21,vibration,0.29,0.47,0.05,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
601,model4_83,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,2.35,vibration,1.17,0.1,0.9,Mechanical imbalance,Check rotational stability,Open
602,model4_83,comp4,1,Automation,Automation system anomaly detected,Medium,1.36,vibration,0.13,0.28,0.01,Electrical synchronization issue,Inspect spindle bearing and lubrication system,Open
603,model4_83,comp2,1,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.29,vibration,0.65,0.56,0.65,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
604,model4_83,comp1,2,Mechanical,Spindle oscillation exceeded operational baseline,Medium,2.23,vibration,1.72,0.17,0.48,Bearing wear,Verify shaft balancing and alignment,Open
605,model4_83,comp2,4,Hydraulic,Severe hydraulic operational anomaly observed on aging equipment,Critical,4.2,vibration,2.66,0.89,0.3,Pressure leakage,Verify shaft balancing and alignment,Open
606,model4_83,comp1,3,Mechanical,Critical spindle vibration anomaly detected on aging equipment,Critical,4.64,pressure,1.05,2.25,0.27,Bearing wear,Inspect hydraulic pressure lines,Open
607,model4_83,comp4,1,Automation,Automation system anomaly detected,Medium,1.41,vibration,0.27,0.55,0.36,PLC communication instability,Verify shaft balancing and alignment,Open
608,model4_83,comp1,2,Mechanical,Severe spindle instability detected on aging equipment,High,3.29,pressure,0.55,1.69,1.92,Lubrication degradation,Check valve stability,Open
609,model4_83,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,2.24,pressure,0.91,1.87,0.4,Hydraulic flow instability,Inspect hydraulic pressure lines,Open
610,model3_84,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.71,rotation,0.9,0.96,1.19,Hydraulic flow instability,Inspect rotational control subsystem,Open
611,model3_84,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.86,vibration,0.54,0.54,0.38,Hydraulic flow instability,Verify shaft balancing and alignment,Open
612,model3_84,comp1,1,Mechanical,Low-level spindle oscillation identified,Low,0.95,vibration,0.77,0.16,0.89,Lubrication degradation,Inspect spindle bearing and lubrication system,Open
613,model3_84,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.94,vibration,1.12,0.42,0.73,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
614,model3_84,comp1,2,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.74,rotation,0.88,0.91,1.1,Bearing wear,Inspect rotational control subsystem,Open
615,model3_84,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,1.84,vibration,1.1,0.83,0.26,Pressure leakage,Verify shaft balancing and alignment,Open
616,model3_84,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.69,vibration,1.31,0.39,0.54,Lubrication degradation,Verify shaft balancing and alignment,Open
617,model1_85,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,2.3,rotation,0.53,0.94,1.57,Pressure leakage,Verify rotational sensor consistency,Open
618,model1_85,comp3,1,Thermal,Moderate thermal instability observed,Medium,1.33,vibration,0.25,0.16,0.44,Thermal overload,Check rotational stability,Open
619,model1_85,comp4,2,Automation,Critical PLC instability trend identified on aging equipment,High,3.43,vibration,1.82,0.94,1.89,PLC communication instability,Check rotational stability,Open
620,model1_85,comp3,1,Thermal,Motor temperature anomaly detected,Medium,1.28,vibration,0.98,0.57,0.8,Cooling fan malfunction,Check rotational stability,Open
621,model1_85,comp1,2,Mechanical,Spindle oscillation exceeded operational baseline,Medium,2.29,vibration,1.95,0.98,0.32,Lubrication degradation,Verify shaft balancing and alignment,Open
622,model1_85,comp4,3,Automation,Industrial control synchronization instability observed on aging equipment,High,3.8,vibration,2.27,0.41,0.17,Control signal degradation,Check rotational stability,Open
623,model1_85,comp3,3,Thermal,Critical-range temperature fluctuation observed on aging equipment,High,3.84,pressure,0.32,2.33,0.21,Cooling system degradation,Inspect hydraulic pressure lines,Open
624,model1_85,comp2,3,Hydraulic,Severe hydraulic fluctuation identified on aging equipment,High,3.59,pressure,0.3,2.02,0.25,Hydraulic valve degradation,Inspect hydraulic pressure lines,Open
625,model1_85,comp2,3,Hydraulic,Emergency hydraulic instability identified on aging equipment,Critical,7.08,vibration,2.12,2.25,1.69,Pressure leakage,Inspect spindle bearing and lubrication system,Open
626,model1_85,comp3,1,Thermal,Moderate thermal instability observed,Medium,1.29,vibration,0.76,0.58,0.4,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
627,model1_85,comp4,2,Automation,Automation system anomaly detected,Medium,2.19,vibration,1.17,0.06,0.73,Electrical synchronization issue,Inspect spindle bearing and lubrication system,Open
628,model3_86,comp1,1,Mechanical,Slight rotational instability detected,Low,0.74,vibration,0.92,0.26,0.88,Lubrication degradation,Verify shaft balancing and alignment,Open
629,model3_86,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.69,vibration,0.57,0.63,0.48,Pressure leakage,Verify shaft balancing and alignment,Open
630,model3_86,comp1,2,Mechanical,Severe spindle instability detected,High,2.9,pressure,0.21,1.8,1.82,Lubrication degradation,Inspect hydraulic pressure lines,Open
631,model3_86,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,1.85,vibration,1.69,0.91,0.98,Pressure leakage,Inspect spindle bearing and lubrication system,Open
632,model2_87,comp1,2,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.8,pressure,0.53,1.42,0.29,Mechanical imbalance,Verify hydraulic pump condition,Open
633,model2_87,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.87,vibration,1.22,0.53,0.84,Thermal overload,Verify shaft balancing and alignment,Open
634,model2_87,comp1,4,Mechanical,Emergency-level spindle instability identified,Critical,4.73,pressure,1.44,2.84,0.27,Lubrication degradation,Inspect hydraulic pressure lines,Open
635,model2_87,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.75,vibration,0.0,0.38,0.59,Pressure leakage,Inspect spindle bearing and lubrication system,Open
636,model2_87,comp3,2,Thermal,Elevated thermal instability detected,High,2.77,vibration,1.94,1.65,0.37,Cooling fan malfunction,Verify shaft balancing and alignment,Open
637,model2_87,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.85,rotation,0.36,0.18,1.55,Lubrication degradation,Check rotational synchronization,Open
638,model2_87,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.87,vibration,0.31,0.47,0.57,Thermal overload,Check rotational stability,Open
639,model2_87,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.84,pressure,0.4,1.11,0.81,Thermal overload,Inspect hydraulic pressure lines,Open
640,model2_87,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.92,vibration,1.5,0.67,0.53,Thermal overload,Verify shaft balancing and alignment,Open
641,model4_88,comp4,2,Automation,PLC communication instability observed,Medium,1.66,vibration,1.21,0.23,0.55,Electrical synchronization issue,Verify shaft balancing and alignment,Open
642,model4_88,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.91,vibration,0.05,0.85,1.0,Pressure leakage,Check rotational stability,Open
643,model4_88,comp2,3,Hydraulic,Emergency hydraulic instability identified,Critical,4.09,vibration,2.13,1.29,0.16,Pressure leakage,Inspect spindle bearing and lubrication system,Open
644,model4_88,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.93,vibration,0.58,0.77,0.37,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
645,model4_88,comp1,3,Mechanical,Severe mechanical instability observed,Critical,4.13,rotation,0.99,1.23,2.45,Bearing wear,Check rotational synchronization,Open
646,model4_88,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.93,vibration,0.49,0.08,0.94,Hydraulic flow instability,Check rotational stability,Open
647,model4_88,comp4,2,Automation,Automation system anomaly detected,Medium,1.8,rotation,0.71,0.25,1.7,Control signal degradation,Inspect rotational control subsystem,Open
648,model4_88,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.67,vibration,0.45,0.33,0.7,Hydraulic flow instability,Inspect spindle bearing and lubrication system,Open
649,model4_88,comp4,2,Automation,Critical PLC instability trend identified,High,2.92,pressure,0.76,1.43,1.08,PLC communication instability,Check valve stability,Open
650,model4_88,comp1,2,Mechanical,Strong rotational imbalance observed,High,2.97,vibration,1.02,0.46,1.83,Mechanical imbalance,Inspect spindle bearing and lubrication system,Open
651,model3_89,comp1,1,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.25,vibration,0.64,0.23,0.64,Lubrication degradation,Verify shaft balancing and alignment,Open
652,model3_89,comp4,3,Automation,Emergency automation system instability identified on aging equipment,Critical,6.21,rotation,1.63,2.0,2.27,Control signal degradation,Check rotational synchronization,Open
653,model3_89,comp4,2,Automation,PLC communication instability observed,Medium,2.33,pressure,0.13,1.39,0.83,Control signal degradation,Inspect hydraulic pressure lines,Open
654,model3_89,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,2.38,rotation,0.51,0.38,1.02,Mechanical imbalance,Verify rotational sensor consistency,Open
655,model3_89,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,2.21,vibration,1.07,0.09,0.25,Hydraulic flow instability,Check rotational stability,Open
656,model3_89,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,2.3,rotation,0.77,0.09,1.67,Pressure leakage,Check rotational synchronization,Open
657,model3_89,comp2,1,Hydraulic,Moderate hydraulic instability observed,Medium,1.21,vibration,0.05,0.51,0.84,Hydraulic valve degradation,Check rotational stability,Open
658,model2_90,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.82,rotation,0.73,0.38,1.32,Hydraulic valve degradation,Check rotational synchronization,Open
659,model2_90,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.86,vibration,0.51,0.36,0.45,Pressure leakage,Inspect spindle bearing and lubrication system,Open
660,model2_90,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.76,vibration,1.6,0.11,0.33,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
661,model2_90,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.66,vibration,0.97,0.89,0.86,Bearing wear,Check rotational stability,Open
662,model2_90,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.81,rotation,0.25,0.57,1.2,Pressure leakage,Check rotational synchronization,Open
663,model2_90,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.66,vibration,0.89,0.23,0.44,Cooling system degradation,Check rotational stability,Open
664,model2_90,comp1,2,Mechanical,Severe spindle instability detected,High,2.66,vibration,1.71,1.35,0.11,Mechanical imbalance,Verify shaft balancing and alignment,Open
665,model2_90,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.66,rotation,0.54,0.63,1.14,Thermal overload,Verify rotational sensor consistency,Open
666,model2_90,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.92,rotation,0.16,0.07,1.03,Mechanical imbalance,Inspect rotational control subsystem,Open
667,model2_90,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.66,vibration,0.5,0.63,0.49,Thermal overload,Inspect spindle bearing and lubrication system,Open
668,model2_90,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.66,vibration,0.44,0.09,0.1,Pressure leakage,Check rotational stability,Open
669,model2_90,comp1,4,Mechanical,Severe mechanical instability observed,Critical,4.81,vibration,2.79,0.71,1.36,Mechanical imbalance,Verify shaft balancing and alignment,Open
670,model4_91,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,2.32,rotation,0.6,0.93,1.08,Hydraulic flow instability,Inspect rotational control subsystem,Open
671,model4_91,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,2.25,vibration,1.17,0.26,0.88,Bearing wear,Inspect spindle bearing and lubrication system,Open
672,model4_91,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,2.21,rotation,0.48,0.04,1.67,Lubrication degradation,Verify rotational sensor consistency,Open
673,model4_91,comp2,2,Hydraulic,Severe hydraulic fluctuation identified on aging equipment,High,3.37,pressure,0.77,1.35,1.03,Hydraulic flow instability,Check valve stability,Open
674,model4_91,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,2.31,pressure,0.14,1.24,0.66,Bearing wear,Check valve stability,Open
675,model4_91,comp4,3,Automation,Industrial control synchronization instability observed on aging equipment,High,3.64,pressure,0.07,2.37,0.2,PLC communication instability,Verify hydraulic pump condition,Open
